reserva_id,checkin,checkout,noites,ano,mes,canal,tipo_quarto,preco_noite,revenue_total,comissao_pct,comissao_valor,nacionalidade,num_hospedes,cancelada
1042,2023-01-06,2023-01-08,2,2023,1,Booking.com,Suite,109.44,218.88,0.15,32.83,Americana,3,0
1043,2023-01-23,2023-01-24,1,2023,1,Airbnb,Superior,74.07,74.07,0.03,2.22,Espanhola,2,0
1044,2023-01-27,2023-01-29,2,2023,1,Expedia,Standard,59.87,119.74,0.18,21.55,Alemã,2,0
1045,2023-01-12,2023-01-16,4,2023,1,Expedia,Standard,50.49,201.96,0.18,36.35,Brasileira,2,0
1046,2023-01-19,2023-01-21,2,2023,1,Booking.com,Standard,59.42,118.84,0.15,17.83,Britânica,1,0
1047,2023-01-04,2023-01-11,7,2023,1,Booking.com,Superior,77.01,539.07,0.15,80.86,Brasileira,3,0
1048,2023-01-22,2023-01-26,4,2023,1,Booking.com,Standard,55.47,221.88,0.15,33.28,Alemã,2,0
1049,2023-01-24,2023-01-28,4,2023,1,Airbnb,Standard,53.19,212.76,0.03,6.38,Britânica,2,0
1050,2023-01-22,2023-01-23,1,2023,1,Booking.com,Superior,78.85,78.85,0.15,11.83,Brasileira,2,1
1051,2023-01-10,2023-01-11,1,2023,1,Airbnb,Standard,55.78,55.78,0.03,1.67,Alemã,2,0
1052,2023-02-26,2023-02-28,2,2023,2,Expedia,Standard,56.09,112.18,0.18,20.19,Francesa,2,0
1053,2023-02-08,2023-02-14,6,2023,2,Airbnb,Superior,77.17,463.02,0.03,13.89,Britânica,2,0
1054,2023-02-03,2023-02-07,4,2023,2,Booking.com,Standard,59.2,236.8,0.15,35.52,Italiana,2,0
1055,2023-02-21,2023-02-23,2,2023,2,Booking.com,Superior,83.91,167.82,0.15,25.17,Portuguesa,3,0
1056,2023-02-23,2023-02-27,4,2023,2,Direto,Superior,79.28,317.12,0.0,0.0,Italiana,1,0
1057,2023-02-18,2023-02-21,3,2023,2,Direto,Standard,63.09,189.27,0.0,0.0,Americana,4,1
1058,2023-02-18,2023-02-22,4,2023,2,Airbnb,Superior,84.08,336.32,0.03,10.09,Italiana,3,0
1059,2023-02-25,2023-02-28,3,2023,2,Expedia,Standard,56.49,169.47,0.18,30.5,Italiana,2,0
1060,2023-02-18,2023-02-20,2,2023,2,Booking.com,Standard,56.78,113.56,0.15,17.03,Espanhola,1,0
1061,2023-02-18,2023-02-20,2,2023,2,Direto,Superior,76.68,153.36,0.0,0.0,Italiana,2,0
1062,2023-02-28,2023-03-03,3,2023,2,Expedia,Suite,128.12,384.36,0.18,69.18,Brasileira,2,1
1063,2023-02-18,2023-02-22,4,2023,2,Booking.com,Standard,64.16,256.64,0.15,38.5,Alemã,2,0
1064,2023-02-24,2023-02-28,4,2023,2,Expedia,Standard,61.51,246.04,0.18,44.29,Francesa,3,1
1065,2023-02-22,2023-02-25,3,2023,2,Telefone,Superior,90.84,272.52,0.0,0.0,Portuguesa,1,0
1066,2023-02-15,2023-02-17,2,2023,2,Direto,Standard,56.65,113.3,0.0,0.0,Americana,2,0
1067,2023-02-16,2023-02-20,4,2023,2,Booking.com,Suite,124.02,496.08,0.15,74.41,Portuguesa,3,0
1068,2023-02-02,2023-02-08,6,2023,2,Telefone,Standard,54.37,326.22,0.0,0.0,Portuguesa,4,0
1069,2023-02-19,2023-02-22,3,2023,2,Booking.com,Standard,55.05,165.15,0.15,24.77,Alemã,2,0
1070,2023-02-25,2023-02-28,3,2023,2,Booking.com,Superior,91.79,275.37,0.15,41.31,Francesa,4,0
1071,2023-02-13,2023-02-19,6,2023,2,Booking.com,Standard,61.61,369.66,0.15,55.45,Alemã,1,0
1072,2023-02-20,2023-02-24,4,2023,2,Airbnb,Standard,62.74,250.96,0.03,7.53,Espanhola,3,0
1073,2023-02-21,2023-02-22,1,2023,2,Booking.com,Superior,86.71,86.71,0.15,13.01,Americana,1,0
1074,2023-02-15,2023-02-20,5,2023,2,Expedia,Standard,57.86,289.3,0.18,52.07,Francesa,2,0
1075,2023-02-16,2023-02-19,3,2023,2,Telefone,Standard,63.17,189.51,0.0,0.0,Italiana,2,0
1076,2023-02-15,2023-02-16,1,2023,2,Booking.com,Suite,134.33,134.33,0.15,20.15,Alemã,3,0
1077,2023-02-16,2023-02-18,2,2023,2,Airbnb,Standard,59.43,118.86,0.03,3.57,Alemã,2,0
1078,2023-02-17,2023-02-20,3,2023,2,Booking.com,Superior,90.39,271.17,0.15,40.68,Alemã,1,0
1079,2023-02-16,2023-02-19,3,2023,2,Expedia,Superior,87.2,261.6,0.18,47.09,Italiana,3,0
1080,2023-02-16,2023-02-19,3,2023,2,Booking.com,Superior,80.74,242.22,0.15,36.33,Americana,2,0
1081,2023-02-04,2023-02-06,2,2023,2,Booking.com,Superior,80.15,160.3,0.15,24.05,Alemã,2,0
1082,2023-02-09,2023-02-12,3,2023,2,Telefone,Superior,78.82,236.46,0.0,0.0,Britânica,4,0
1083,2023-02-05,2023-02-08,3,2023,2,Booking.com,Standard,57.15,171.45,0.15,25.72,Britânica,1,0
1084,2023-02-04,2023-02-08,4,2023,2,Booking.com,Suite,129.47,517.88,0.15,77.68,Portuguesa,2,0
1085,2023-02-16,2023-02-22,6,2023,2,Expedia,Standard,54.16,324.96,0.18,58.49,Espanhola,3,0
1086,2023-02-19,2023-02-20,1,2023,2,Booking.com,Superior,76.5,76.5,0.15,11.47,Britânica,1,0
1087,2023-02-25,2023-02-28,3,2023,2,Expedia,Standard,60.64,181.92,0.18,32.75,Brasileira,2,0
1088,2023-02-20,2023-02-23,3,2023,2,Direto,Suite,121.1,363.3,0.0,0.0,Espanhola,4,0
1089,2023-02-03,2023-02-04,1,2023,2,Booking.com,Superior,78.24,78.24,0.15,11.74,Francesa,1,0
1090,2023-02-23,2023-02-26,3,2023,2,Airbnb,Standard,56.3,168.9,0.03,5.07,Italiana,1,0
1091,2023-02-07,2023-02-11,4,2023,2,Booking.com,Superior,85.51,342.04,0.15,51.31,Brasileira,1,0
1092,2023-02-26,2023-02-27,1,2023,2,Booking.com,Standard,55.24,55.24,0.15,8.29,Britânica,2,0
1093,2023-02-13,2023-02-15,2,2023,2,Telefone,Standard,59.13,118.26,0.0,0.0,Britânica,2,0
1094,2023-02-09,2023-02-11,2,2023,2,Booking.com,Standard,58.69,117.38,0.15,17.61,Portuguesa,1,1
1095,2023-02-22,2023-03-01,7,2023,2,Direto,Superior,91.57,640.99,0.0,0.0,Britânica,2,0
1096,2023-02-19,2023-02-21,2,2023,2,Booking.com,Superior,83.03,166.06,0.15,24.91,Brasileira,2,0
1097,2023-02-28,2023-03-03,3,2023,2,Booking.com,Standard,57.52,172.56,0.15,25.88,Francesa,2,0
1098,2023-02-15,2023-02-18,3,2023,2,Booking.com,Suite,133.9,401.7,0.15,60.25,Espanhola,2,0
1099,2023-02-22,2023-03-01,7,2023,2,Telefone,Standard,59.67,417.69,0.0,0.0,Italiana,2,0
1100,2023-02-07,2023-02-11,4,2023,2,Booking.com,Superior,86.11,344.44,0.15,51.67,Britânica,2,1
1101,2023-02-20,2023-02-26,6,2023,2,Expedia,Superior,77.64,465.84,0.18,83.85,Alemã,3,0
1102,2023-02-04,2023-02-08,4,2023,2,Booking.com,Standard,56.22,224.88,0.15,33.73,Italiana,4,0
1103,2023-02-14,2023-02-17,3,2023,2,Booking.com,Suite,120.75,362.25,0.15,54.34,Italiana,4,0
1104,2023-02-05,2023-02-08,3,2023,2,Expedia,Standard,64.52,193.56,0.18,34.84,Espanhola,2,0
1105,2023-02-10,2023-02-14,4,2023,2,Expedia,Suite,126.19,504.76,0.18,90.86,Britânica,3,0
1106,2023-02-11,2023-02-13,2,2023,2,Airbnb,Suite,124.65,249.3,0.03,7.48,Brasileira,2,0
1107,2023-02-25,2023-02-27,2,2023,2,Booking.com,Superior,85.21,170.42,0.15,25.56,Brasileira,1,0
1108,2023-02-27,2023-03-02,3,2023,2,Direto,Suite,123.13,369.39,0.0,0.0,Francesa,2,0
1109,2023-03-17,2023-03-19,2,2023,3,Airbnb,Suite,154.78,309.56,0.03,9.29,Italiana,1,0
1110,2023-03-09,2023-03-13,4,2023,3,Direto,Suite,131.76,527.04,0.0,0.0,Americana,2,0
1111,2023-03-11,2023-03-14,3,2023,3,Booking.com,Standard,70.37,211.11,0.15,31.67,Italiana,3,0
1112,2023-03-24,2023-03-31,7,2023,3,Booking.com,Superior,104.08,728.56,0.15,109.28,Espanhola,2,0
1113,2023-03-01,2023-03-04,3,2023,3,Airbnb,Suite,142.38,427.14,0.03,12.81,Portuguesa,2,0
1114,2023-03-22,2023-03-24,2,2023,3,Booking.com,Standard,64.52,129.04,0.15,19.36,Francesa,1,0
1115,2023-03-05,2023-03-10,5,2023,3,Direto,Superior,91.02,455.1,0.0,0.0,Alemã,2,0
1116,2023-03-22,2023-03-27,5,2023,3,Booking.com,Standard,72.14,360.7,0.15,54.1,Francesa,1,1
1117,2023-03-15,2023-03-18,3,2023,3,Telefone,Standard,74.28,222.84,0.0,0.0,Britânica,1,0
1118,2023-03-23,2023-03-26,3,2023,3,Expedia,Standard,68.98,206.94,0.18,37.25,Britânica,1,0
1119,2023-03-02,2023-03-06,4,2023,3,Expedia,Standard,72.96,291.84,0.18,52.53,Italiana,3,1
1120,2023-03-07,2023-03-09,2,2023,3,Direto,Standard,72.11,144.22,0.0,0.0,Britânica,2,0
1121,2023-03-21,2023-03-26,5,2023,3,Airbnb,Suite,147.69,738.45,0.03,22.15,Portuguesa,2,0
1122,2023-03-24,2023-03-26,2,2023,3,Airbnb,Superior,88.13,176.26,0.03,5.29,Brasileira,1,0
1123,2023-03-27,2023-04-01,5,2023,3,Expedia,Suite,144.89,724.45,0.18,130.4,Francesa,2,0
1124,2023-03-04,2023-03-06,2,2023,3,Expedia,Suite,151.1,302.2,0.18,54.4,Italiana,4,0
1125,2023-03-28,2023-04-03,6,2023,3,Telefone,Suite,150.46,902.76,0.0,0.0,Americana,1,0
1126,2023-03-09,2023-03-12,3,2023,3,Booking.com,Standard,66.21,198.63,0.15,29.79,Brasileira,3,1
1127,2023-03-18,2023-03-23,5,2023,3,Booking.com,Standard,61.54,307.7,0.15,46.15,Americana,4,0
1128,2023-03-14,2023-03-16,2,2023,3,Booking.com,Suite,155.79,311.58,0.15,46.74,Espanhola,1,1
1129,2023-03-05,2023-03-10,5,2023,3,Booking.com,Standard,62.52,312.6,0.15,46.89,Brasileira,2,0
1130,2023-03-05,2023-03-08,3,2023,3,Direto,Suite,141.67,425.01,0.0,0.0,Brasileira,2,0
1131,2023-03-07,2023-03-10,3,2023,3,Airbnb,Suite,137.66,412.98,0.03,12.39,Italiana,2,0
1132,2023-03-21,2023-03-26,5,2023,3,Booking.com,Suite,140.18,700.9,0.15,105.13,Americana,1,0
1133,2023-03-07,2023-03-08,1,2023,3,Telefone,Suite,153.34,153.34,0.0,0.0,Portuguesa,1,0
1134,2023-03-18,2023-03-22,4,2023,3,Telefone,Superior,90.34,361.36,0.0,0.0,Alemã,2,0
1135,2023-03-09,2023-03-12,3,2023,3,Booking.com,Superior,101.54,304.62,0.15,45.69,Francesa,4,0
1136,2023-03-12,2023-03-13,1,2023,3,Direto,Standard,72.98,72.98,0.0,0.0,Alemã,2,0
1137,2023-03-03,2023-03-04,1,2023,3,Booking.com,Standard,66.93,66.93,0.15,10.04,Italiana,2,0
1138,2023-03-24,2023-03-27,3,2023,3,Airbnb,Standard,64.21,192.63,0.03,5.78,Britânica,2,1
1139,2023-03-16,2023-03-19,3,2023,3,Booking.com,Standard,66.66,199.98,0.15,30.0,Italiana,1,0
1140,2023-03-18,2023-03-21,3,2023,3,Airbnb,Standard,64.94,194.82,0.03,5.84,Americana,2,0
1141,2023-03-04,2023-03-08,4,2023,3,Booking.com,Superior,94.66,378.64,0.15,56.8,Alemã,2,1
1142,2023-03-11,2023-03-14,3,2023,3,Expedia,Suite,141.08,423.24,0.18,76.18,Brasileira,2,0
1143,2023-03-03,2023-03-04,1,2023,3,Telefone,Superior,95.51,95.51,0.0,0.0,Espanhola,2,0
1144,2023-03-18,2023-03-24,6,2023,3,Booking.com,Standard,62.02,372.12,0.15,55.82,Americana,2,0
1145,2023-03-02,2023-03-07,5,2023,3,Direto,Suite,141.78,708.9,0.0,0.0,Britânica,2,0
1146,2023-03-04,2023-03-06,2,2023,3,Airbnb,Standard,70.13,140.26,0.03,4.21,Americana,3,0
1147,2023-03-25,2023-03-29,4,2023,3,Direto,Superior,101.9,407.6,0.0,0.0,Portuguesa,2,0
1148,2023-03-11,2023-03-15,4,2023,3,Direto,Standard,64.92,259.68,0.0,0.0,Americana,1,0
1149,2023-03-01,2023-03-04,3,2023,3,Airbnb,Standard,63.13,189.39,0.03,5.68,Espanhola,3,0
1150,2023-03-25,2023-03-28,3,2023,3,Expedia,Standard,66.23,198.69,0.18,35.76,Espanhola,3,0
1151,2023-03-14,2023-03-16,2,2023,3,Direto,Standard,62.31,124.62,0.0,0.0,Italiana,2,0
1152,2023-03-22,2023-03-23,1,2023,3,Booking.com,Superior,93.03,93.03,0.15,13.95,Italiana,2,0
1153,2023-03-07,2023-03-09,2,2023,3,Booking.com,Suite,131.18,262.36,0.15,39.35,Francesa,3,0
1154,2023-03-18,2023-03-19,1,2023,3,Booking.com,Standard,67.06,67.06,0.15,10.06,Alemã,2,0
1155,2023-03-01,2023-03-02,1,2023,3,Direto,Standard,72.92,72.92,0.0,0.0,Italiana,4,0
1156,2023-03-04,2023-03-06,2,2023,3,Airbnb,Superior,100.02,200.04,0.03,6.0,Brasileira,1,0
1157,2023-03-03,2023-03-08,5,2023,3,Direto,Superior,102.37,511.85,0.0,0.0,Brasileira,3,0
1158,2023-03-11,2023-03-13,2,2023,3,Airbnb,Superior,94.0,188.0,0.03,5.64,Alemã,2,0
1159,2023-03-12,2023-03-17,5,2023,3,Expedia,Standard,68.14,340.7,0.18,61.33,Americana,3,0
1160,2023-03-20,2023-03-21,1,2023,3,Direto,Standard,63.19,63.19,0.0,0.0,Francesa,3,0
1161,2023-03-25,2023-03-29,4,2023,3,Booking.com,Superior,95.89,383.56,0.15,57.53,Italiana,2,1
1162,2023-03-11,2023-03-17,6,2023,3,Airbnb,Suite,138.91,833.46,0.03,25.0,Francesa,2,0
1163,2023-03-03,2023-03-05,2,2023,3,Airbnb,Suite,146.63,293.26,0.03,8.8,Britânica,2,0
1164,2023-03-03,2023-03-09,6,2023,3,Booking.com,Standard,69.97,419.82,0.15,62.97,Brasileira,2,0
1165,2023-03-21,2023-03-25,4,2023,3,Direto,Suite,142.55,570.2,0.0,0.0,Alemã,2,0
1166,2023-03-11,2023-03-16,5,2023,3,Booking.com,Standard,62.61,313.05,0.15,46.96,Espanhola,2,0
1167,2023-03-06,2023-03-09,3,2023,3,Booking.com,Standard,67.18,201.54,0.15,30.23,Americana,2,0
1168,2023-03-21,2023-03-25,4,2023,3,Expedia,Standard,69.33,277.32,0.18,49.92,Americana,1,0
1169,2023-03-20,2023-03-23,3,2023,3,Airbnb,Standard,71.04,213.12,0.03,6.39,Francesa,2,0
1170,2023-03-13,2023-03-16,3,2023,3,Booking.com,Standard,74.36,223.08,0.15,33.46,Francesa,2,1
1171,2023-04-27,2023-04-30,3,2023,4,Booking.com,Superior,114.76,344.28,0.15,51.64,Espanhola,2,0
1172,2023-04-25,2023-04-27,2,2023,4,Booking.com,Standard,71.61,143.22,0.15,21.48,Italiana,1,1
1173,2023-04-18,2023-04-21,3,2023,4,Booking.com,Standard,80.91,242.73,0.15,36.41,Portuguesa,2,0
1174,2023-04-23,2023-04-24,1,2023,4,Airbnb,Superior,100.53,100.53,0.03,3.02,Francesa,3,0
1175,2023-04-25,2023-04-28,3,2023,4,Booking.com,Superior,118.14,354.42,0.15,53.16,Italiana,2,0
1176,2023-04-22,2023-04-23,1,2023,4,Telefone,Superior,116.73,116.73,0.0,0.0,Italiana,2,0
1177,2023-04-26,2023-04-30,4,2023,4,Expedia,Superior,118.07,472.28,0.18,85.01,Francesa,3,0
1178,2023-04-17,2023-04-20,3,2023,4,Expedia,Standard,83.14,249.42,0.18,44.9,Espanhola,2,0
1179,2023-04-08,2023-04-10,2,2023,4,Booking.com,Suite,150.57,301.14,0.15,45.17,Italiana,3,1
1180,2023-04-03,2023-04-05,2,2023,4,Expedia,Standard,74.57,149.14,0.18,26.85,Americana,2,0
1181,2023-04-02,2023-04-03,1,2023,4,Booking.com,Superior,104.44,104.44,0.15,15.67,Britânica,4,0
1182,2023-04-03,2023-04-06,3,2023,4,Direto,Superior,107.33,321.99,0.0,0.0,Portuguesa,2,0
1183,2023-04-10,2023-04-11,1,2023,4,Expedia,Superior,108.6,108.6,0.18,19.55,Alemã,2,0
1184,2023-04-16,2023-04-17,1,2023,4,Expedia,Suite,160.61,160.61,0.18,28.91,Portuguesa,2,0
1185,2023-04-19,2023-04-21,2,2023,4,Direto,Standard,68.87,137.74,0.0,0.0,Brasileira,1,0
1186,2023-04-26,2023-04-29,3,2023,4,Expedia,Standard,83.44,250.32,0.18,45.06,Portuguesa,2,0
1187,2023-04-26,2023-04-27,1,2023,4,Airbnb,Suite,154.02,154.02,0.03,4.62,Espanhola,2,0
1188,2023-04-02,2023-04-04,2,2023,4,Airbnb,Superior,113.08,226.16,0.03,6.78,Americana,2,0
1189,2023-04-21,2023-04-24,3,2023,4,Booking.com,Superior,107.24,321.72,0.15,48.26,Francesa,3,0
1190,2023-04-07,2023-04-08,1,2023,4,Direto,Standard,73.34,73.34,0.0,0.0,Portuguesa,2,0
1191,2023-04-21,2023-04-22,1,2023,4,Expedia,Suite,161.14,161.14,0.18,29.01,Alemã,2,0
1192,2023-04-14,2023-04-18,4,2023,4,Booking.com,Superior,103.1,412.4,0.15,61.86,Brasileira,3,1
1193,2023-04-26,2023-04-28,2,2023,4,Expedia,Suite,161.88,323.76,0.18,58.28,Britânica,3,0
1194,2023-04-11,2023-04-14,3,2023,4,Booking.com,Superior,114.96,344.88,0.15,51.73,Espanhola,1,0
1195,2023-04-12,2023-04-15,3,2023,4,Booking.com,Superior,106.4,319.2,0.15,47.88,Italiana,1,0
1196,2023-04-02,2023-04-09,7,2023,4,Booking.com,Suite,154.7,1082.9,0.15,162.44,Espanhola,2,0
1197,2023-04-28,2023-04-29,1,2023,4,Expedia,Superior,100.66,100.66,0.18,18.12,Italiana,1,0
1198,2023-04-20,2023-04-23,3,2023,4,Direto,Standard,74.71,224.13,0.0,0.0,Francesa,2,1
1199,2023-04-13,2023-04-16,3,2023,4,Booking.com,Superior,109.6,328.8,0.15,49.32,Americana,2,0
1200,2023-04-18,2023-04-20,2,2023,4,Booking.com,Superior,107.98,215.96,0.15,32.39,Espanhola,2,0
1201,2023-04-16,2023-04-21,5,2023,4,Expedia,Suite,155.05,775.25,0.18,139.54,Alemã,1,0
1202,2023-04-22,2023-04-23,1,2023,4,Expedia,Suite,160.22,160.22,0.18,28.84,Americana,2,0
1203,2023-04-23,2023-04-24,1,2023,4,Expedia,Standard,73.44,73.44,0.18,13.22,Francesa,3,0
1204,2023-04-01,2023-04-05,4,2023,4,Booking.com,Standard,70.97,283.88,0.15,42.58,Americana,2,0
1205,2023-04-10,2023-04-11,1,2023,4,Direto,Superior,110.42,110.42,0.0,0.0,Brasileira,4,0
1206,2023-04-11,2023-04-12,1,2023,4,Expedia,Superior,114.98,114.98,0.18,20.7,Espanhola,2,0
1207,2023-04-06,2023-04-09,3,2023,4,Booking.com,Suite,171.08,513.24,0.15,76.99,Francesa,2,1
1208,2023-04-11,2023-04-12,1,2023,4,Booking.com,Standard,71.19,71.19,0.15,10.68,Alemã,2,1
1209,2023-04-18,2023-04-21,3,2023,4,Direto,Suite,153.92,461.76,0.0,0.0,Britânica,1,0
1210,2023-04-05,2023-04-11,6,2023,4,Expedia,Superior,100.84,605.04,0.18,108.91,Francesa,2,0
1211,2023-04-01,2023-04-05,4,2023,4,Airbnb,Suite,164.06,656.24,0.03,19.69,Espanhola,1,0
1212,2023-04-21,2023-04-23,2,2023,4,Airbnb,Superior,113.77,227.54,0.03,6.83,Portuguesa,2,0
1213,2023-04-22,2023-04-26,4,2023,4,Booking.com,Suite,161.45,645.8,0.15,96.87,Brasileira,2,0
1214,2023-04-20,2023-04-22,2,2023,4,Booking.com,Standard,76.26,152.52,0.15,22.88,Francesa,2,0
1215,2023-04-12,2023-04-13,1,2023,4,Direto,Suite,177.4,177.4,0.0,0.0,Espanhola,2,0
1216,2023-04-13,2023-04-15,2,2023,4,Booking.com,Standard,70.33,140.66,0.15,21.1,Brasileira,2,0
1217,2023-04-25,2023-04-27,2,2023,4,Booking.com,Standard,77.69,155.38,0.15,23.31,Francesa,2,0
1218,2023-04-17,2023-04-23,6,2023,4,Expedia,Standard,69.2,415.2,0.18,74.74,Italiana,4,0
1219,2023-04-21,2023-04-26,5,2023,4,Booking.com,Standard,76.42,382.1,0.15,57.32,Italiana,2,0
1220,2023-04-13,2023-04-15,2,2023,4,Booking.com,Standard,72.9,145.8,0.15,21.87,Americana,1,0
1221,2023-04-15,2023-04-17,2,2023,4,Airbnb,Standard,73.27,146.54,0.03,4.4,Britânica,3,0
1222,2023-04-11,2023-04-13,2,2023,4,Airbnb,Standard,70.33,140.66,0.03,4.22,Americana,3,0
1223,2023-04-11,2023-04-12,1,2023,4,Expedia,Superior,98.18,98.18,0.18,17.67,Italiana,2,0
1224,2023-04-13,2023-04-15,2,2023,4,Direto,Standard,83.1,166.2,0.0,0.0,Britânica,2,0
1225,2023-04-01,2023-04-03,2,2023,4,Expedia,Standard,77.46,154.92,0.18,27.89,Americana,2,0
1226,2023-04-21,2023-04-26,5,2023,4,Expedia,Standard,82.6,413.0,0.18,74.34,Portuguesa,2,0
1227,2023-04-02,2023-04-04,2,2023,4,Airbnb,Suite,164.54,329.08,0.03,9.87,Italiana,1,0
1228,2023-04-02,2023-04-05,3,2023,4,Airbnb,Suite,150.59,451.77,0.03,13.55,Espanhola,1,0
1229,2023-04-20,2023-04-23,3,2023,4,Expedia,Standard,71.97,215.91,0.18,38.86,Italiana,3,0
1230,2023-04-22,2023-04-24,2,2023,4,Booking.com,Standard,72.02,144.04,0.15,21.61,Italiana,2,0
1231,2023-04-25,2023-04-27,2,2023,4,Booking.com,Suite,156.89,313.78,0.15,47.07,Britânica,2,0
1232,2023-04-10,2023-04-16,6,2023,4,Booking.com,Superior,102.06,612.36,0.15,91.85,Britânica,3,0
1233,2023-04-24,2023-04-29,5,2023,4,Expedia,Standard,77.43,387.15,0.18,69.69,Britânica,2,0
1234,2023-04-25,2023-04-27,2,2023,4,Expedia,Suite,158.58,317.16,0.18,57.09,Francesa,2,0
